epoch,acc,loss,val_acc,val_loss
0,0.6043510437011719,0.6844755411148071,0.6362297534942627,0.6701191663742065
1,0.6261062026023865,0.6682917475700378,0.6362297534942627,0.6531725525856018
2,0.6327433586120605,0.6410225629806519,0.6745213270187378,0.623432993888855
3,0.6740412712097168,0.6250442862510681,0.677466869354248,0.6267500519752502
4,0.6817846894264221,0.6081681847572327,0.677466869354248,0.6108570098876953
5,0.6880530714988708,0.6013107299804688,0.6863033771514893,0.5975493788719177
6,0.6858407258987427,0.5904636383056641,0.6568483114242554,0.6021565198898315
7,0.6862094402313232,0.5899885296821594,0.6907216310501099,0.5872137546539307
8,0.6921091675758362,0.5789999961853027,0.6759940981864929,0.588891863822937
9,0.7016961574554443,0.5699158906936646,0.6951398849487305,0.5766095519065857
10,0.7101770043373108,0.5552589893341064,0.7010309100151062,0.5770125985145569
11,0.7075958847999573,0.5560463666915894,0.6863033771514893,0.5781351327896118
12,0.7241888046264648,0.5391005873680115,0.6951398849487305,0.5718126893043518
13,0.730088472366333,0.5264055132865906,0.7069219350814819,0.5861928462982178
14,0.7289823293685913,0.5195281505584717,0.7142857313156128,0.5874429941177368
15,0.7267699241638184,0.5344776511192322,0.7083947062492371,0.5547698736190796
16,0.726401150226593,0.5219807624816895,0.7172312140464783,0.5488215684890747
17,0.7348819971084595,0.505670428276062,0.7098674774169922,0.5328881740570068
18,0.7385693192481995,0.4926254451274872,0.7290132641792297,0.5382128357887268
19,0.7356194853782654,0.495613157749176,0.7201767563819885,0.5467968583106995
20,0.7441002726554871,0.49313607811927795,0.7010309100151062,0.5457776188850403
21,0.7407817244529724,0.4979454278945923,0.723122239112854,0.5273592472076416
22,0.747787594795227,0.47886472940444946,0.7157584428787231,0.5131918787956238
23,0.7511062026023865,0.4628349542617798,0.737849771976471,0.48745712637901306
24,0.7540560364723206,0.4636889398097992,0.7334315180778503,0.48253190517425537
25,0.7603244781494141,0.4479221701622009,0.7496318221092224,0.49298450350761414
26,0.7621681690216064,0.45480841398239136,0.7304860353469849,0.4839384853839874
27,0.7404129505157471,0.48287805914878845,0.7555228471755981,0.48374632000923157
28,0.75737464427948,0.4527537524700165,0.7069219350814819,0.5043752789497375
29,0.7481563687324524,0.45883846282958984,0.7304860353469849,0.5046265721321106
30,0.758849561214447,0.465230792760849,0.7466862797737122,0.49199989438056946
31,0.7636430859565735,0.4328709542751312,0.7511045932769775,0.4564796984195709
32,0.7776548862457275,0.42447876930236816,0.7525773048400879,0.49134501814842224
33,0.7717551589012146,0.4245218336582184,0.7201767563819885,0.5052642226219177
34,0.780236005783081,0.41465628147125244,0.7643593549728394,0.42827194929122925
35,0.7957227230072021,0.3948456943035126,0.7967599630355835,0.4105220139026642
36,0.7968289256095886,0.39325886964797974,0.7511045932769775,0.45179322361946106
37,0.7673304080963135,0.43298906087875366,0.76877760887146,0.43894368410110474
38,0.8067846894264221,0.3783322274684906,0.7614138722419739,0.4605090320110321
39,0.7957227230072021,0.3927278220653534,0.7658321261405945,0.5050602555274963
40,0.7927728891372681,0.42946574091911316,0.7746686339378357,0.41059815883636475
41,0.8038347959518433,0.3822419345378876,0.7643593549728394,0.444330632686615
42,0.8152654767036438,0.3628847599029541,0.7923416495323181,0.418098509311676
43,0.8104719519615173,0.35471364855766296,0.8041236996650696,0.4224661588668823
44,0.7979351282119751,0.429656445980072,0.8203240036964417,0.40226253867149353
45,0.8082596063613892,0.3722321093082428,0.7643593549728394,0.4377855658531189
46,0.8049409985542297,0.3819724917411804,0.7805596590042114,0.4327196180820465
47,0.8185840845108032,0.3506062924861908,0.7923416495323181,0.4211348593235016
48,0.8348082304000854,0.32997098565101624,0.8173785209655762,0.3878624141216278
49,0.8458701968193054,0.3071896731853485,0.8247422575950623,0.3623047471046448
50,0.8244837522506714,0.343526691198349,0.7790868878364563,0.48290619254112244
51,0.8355457186698914,0.3455493748188019,0.8085419535636902,0.3803067207336426
52,0.8429203629493713,0.32177406549453735,0.8026509284973145,0.3788404166698456
53,0.8532448410987854,0.3113009035587311,0.830633282661438,0.35164037346839905
54,0.8580383658409119,0.2793651819229126,0.8365243077278137,0.34869223833084106
55,0.841076672077179,0.3120284974575043,0.8556700944900513,0.3501909077167511
56,0.8525073528289795,0.3133465349674225,0.8100147247314453,0.3749108612537384
57,0.8731563687324524,0.2729586958885193,0.8070692420005798,0.372958779335022
58,0.88237464427948,0.2474633902311325,0.8247422575950623,0.3993154466152191
59,0.8886430859565735,0.2455509603023529,0.8129602074623108,0.4271501898765564
60,0.8853244781494141,0.2550698220729828,0.8409425616264343,0.37471404671669006
61,0.8842182755470276,0.2554406225681305,0.8321060538291931,0.39935582876205444
62,0.8923304080963135,0.23963946104049683,0.8512518405914307,0.3306728005409241
63,0.9196165204048157,0.1994938850402832,0.8659793734550476,0.31741100549697876
64,0.8997049927711487,0.21324074268341064,0.8556700944900513,0.3384288251399994
65,0.9096607565879822,0.2109137326478958,0.8600883483886719,0.33693215250968933
66,0.9174041152000427,0.19310104846954346,0.8556700944900513,0.3459254205226898
67,0.8403392434120178,0.3509705662727356,0.7422680258750916,0.6646271347999573
68,0.8455014824867249,0.3679184913635254,0.815905749797821,0.41157472133636475
69,0.851401150226593,0.31487855315208435,0.830633282661438,0.36436307430267334
70,0.8879055976867676,0.2531183958053589,0.8453608155250549,0.34254157543182373
71,0.9233038425445557,0.19479943811893463,0.8527246117591858,0.33588963747024536
72,0.9269911646842957,0.18358048796653748,0.8497790694236755,0.3467787504196167
73,0.891224205493927,0.23506562411785126,0.7673048377037048,0.7296189069747925
74,0.8871681690216064,0.24813781678676605,0.8217967748641968,0.432489275932312
75,0.9148229956626892,0.20533625781536102,0.8541973233222961,0.3723742663860321
76,0.9174041152000427,0.20584304630756378,0.8100147247314453,0.49391233921051025
77,0.9214601516723633,0.19448432326316833,0.8085419535636902,0.519279420375824
78,0.9328908324241638,0.16809286177158356,0.8409425616264343,0.38344746828079224
79,0.9391592741012573,0.15280944108963013,0.8350515365600586,0.4585214853286743
80,0.9457964897155762,0.1421867311000824,0.8645066022872925,0.3702002465724945
81,0.9564896821975708,0.12467505037784576,0.8630338907241821,0.35499146580696106
82,0.9472714066505432,0.13918618857860565,0.8453608155250549,0.3888472020626068
83,0.9575958847999573,0.11781471967697144,0.8276877999305725,0.6014310717582703
84,0.9476401209831238,0.13560135662555695,0.8556700944900513,0.3637928068637848
85,0.9513274431228638,0.12528708577156067,0.8586156368255615,0.37382668256759644
86,0.9616519212722778,0.11197397112846375,0.815905749797821,0.6790533661842346
87,0.9502212405204773,0.12139379233121872,0.8674521446228027,0.36874547600746155
88,0.9638643264770508,0.09721923619508743,0.861561119556427,0.41884803771972656
89,0.980088472366333,0.07628030329942703,0.8674521446228027,0.43551698327064514
90,0.9841445684432983,0.059712015092372894,0.8703976273536682,0.47049349546432495
91,0.9782448410987854,0.06598354876041412,0.8527246117591858,0.47843867540359497
92,0.9793510437011719,0.0652749240398407,0.8512518405914307,0.4636266529560089
93,0.9878318309783936,0.052555400878190994,0.8453608155250549,0.5532758831977844
94,0.9845132827758789,0.05075584724545479,0.861561119556427,0.6234994530677795
95,0.9727138876914978,0.07039066404104233,0.861561119556427,0.5597679018974304
96,0.9756637215614319,0.06859637796878815,0.8630338907241821,0.5464670062065125
97,0.98525071144104,0.050684016197919846,0.8600883483886719,0.4975796639919281
98,0.9937315583229065,0.03302943706512451,0.8703976273536682,0.5377455949783325
99,0.9952064752578735,0.027703989297151566,0.8586156368255615,0.5841166377067566
